,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_lakh
11821,Hyundai,i20,4.0,17335.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,820000.0,8.2
11822,Maruti,Swift,5.0,43000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,589000.0,5.89
11823,Maruti,Wagon R,5.0,29989.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,445000.0,4.45
11824,Hyundai,Grand,5.0,19000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,535000.0,5.35
11825,Tata,Safari,7.0,119000.0,Dealer,Diesel,Manual,14.0,2179.0,138.1,7.0,690000.0,6.9
11826,Honda,City,6.0,50000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,750000.0,7.5
11827,Maruti,Alto,6.0,77000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,245000.0,2.45
11828,Hyundai,Grand,7.0,59571.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,485000.0,4.85
11829,Maruti,Ertiga,8.0,74000.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7.0,655000.0,6.55
11830,BMW,X1,8.0,69000.0,Dealer,Diesel,Automatic,19.62,1998.0,192.0,5.0,1575000.0,15.75
11831,Ford,Figo,10.0,71000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,240000.0,2.4
11832,Hyundai,Grand,6.0,10000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,555000.0,5.55
11833,Maruti,Swift Dzire,5.0,68000.0,Dealer,Diesel,Manual,26.59,1248.0,74.0,5.0,475000.0,4.75
11834,Hyundai,Grand,4.0,40000.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,549000.0,5.49
11835,Hyundai,Santro,2.0,10000.0,Individual,Petrol,Automatic,20.3,1086.0,68.0,5.0,558000.0,5.58
11836,Volkswagen,Polo,6.0,81544.0,Dealer,Petrol,Automatic,17.21,1197.0,103.6,5.0,685000.0,6.85
11837,Mercedes-Benz,E-Class,5.0,21000.0,Dealer,Diesel,Automatic,15.0,2143.0,204.0,5.0,2675000.0,26.75
11839,Maruti,Celerio,6.0,12000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,475000.0,4.75
11840,Mahindra,XUV500,4.0,50000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,1100000.0,11.0
11841,Skoda,Superb,6.0,70000.0,Individual,Petrol,Automatic,13.7,1248.0,157.75,5.0,330000.0,3.3
11842,Hyundai,i10,9.0,25000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,375000.0,3.75
11843,Maruti,Wagon R,11.0,45000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5.0,190000.0,1.9
11844,Maruti,Vitara,2.0,35000.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,975000.0,9.75
11845,Hyundai,i20,6.0,66032.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,550000.0,5.5
11846,Volkswagen,Polo,8.0,55000.0,Dealer,Petrol,Automatic,19.67,1197.0,103.6,5.0,660000.0,6.6
11847,Hyundai,i20,8.0,50000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5.0,400000.0,4.0
11848,Maruti,Wagon R,5.0,65000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,390000.0,3.9
11849,Maruti,Vitara,4.0,13600.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,825000.0,8.25
11850,Maruti,Alto,5.0,45222.0,Dealer,CNG,Manual,30.46,796.0,47.3,5.0,299000.0,2.99
11851,Skoda,Rapid,7.0,70000.0,Dealer,Diesel,Manual,21.14,1498.0,103.6,5.0,535000.0,5.35
11852,Hyundai,Verna,2.0,20000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,990000.0,9.9
11853,Toyota,Innova,11.0,123000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,399000.0,3.99
11854,Maruti,Swift,7.0,103000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,500000.0,5.0
11855,Maruti,Swift,6.0,102506.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,520000.0,5.2
11856,Maruti,Ertiga,4.0,45253.0,Dealer,CNG,Manual,26.8,1462.0,103.0,7.0,775000.0,7.75
11857,Volkswagen,Polo,6.0,26678.0,Dealer,Petrol,Automatic,17.21,1197.0,103.6,5.0,625000.0,6.25
11858,Hyundai,Verna,2.0,8000.0,Dealer,Petrol,Automatic,19.67,1591.0,121.3,5.0,1250000.0,12.5
11859,Maruti,Ertiga,9.0,120000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,360000.0,3.6
11860,Maruti,Wagon R,9.0,40000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,350000.0,3.5
11861,Hyundai,i20,7.0,35144.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,525000.0,5.25
11862,Ford,Ecosport,7.0,57000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,735000.0,7.35
11863,Honda,Jazz,3.0,4740.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,625000.0,6.25
11864,Maruti,Alto,6.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0,1.1
11865,Mahindra,XUV500,6.0,113143.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,649000.0,6.49
11866,Maruti,Swift Dzire,4.0,60000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,690000.0,6.9
11867,Porsche,Cayenne,7.0,60000.0,Dealer,Diesel,Automatic,14.28,4134.0,385.0,5.0,3900000.0,39.0
11868,Mahindra,Scorpio,7.0,51400.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,895000.0,8.95
11869,Honda,City,6.0,88102.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,625000.0,6.25
11870,Maruti,Wagon R,7.0,30000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,321000.0,3.21
11871,Maruti,Swift Dzire,4.0,28603.0,Trustmark Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,565000.0,5.65
11872,BMW,3,10.0,70000.0,Dealer,Diesel,Automatic,16.07,1995.0,181.0,4.0,690000.0,6.9
11873,Maruti,Celerio,7.0,55000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,425000.0,4.25
11874,Mahindra,XUV500,3.0,39000.0,Dealer,Diesel,Manual,15.1,2179.0,152.87,7.0,1775000.0,17.75
11875,Maruti,Alto,6.0,100000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,250000.0,2.5
11876,Honda,City,3.0,50000.0,Individual,Petrol,Automatic,18.0,1497.0,117.6,5.0,1075000.0,10.75
11877,Audi,A4,6.0,68000.0,Dealer,Petrol,Automatic,10.8,1984.0,132.0,5.0,1350000.0,13.5
11878,Honda,Civic,13.0,50000.0,Individual,Petrol,Automatic,12.9,1799.0,130.0,5.0,210000.0,2.1
11879,Maruti,Swift Dzire,12.0,50000.0,Dealer,Petrol,Manual,17.5,1298.0,85.8,5.0,370000.0,3.7
11880,Honda,Amaze,3.0,40000.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,610000.0,6.1
11881,Mini,Cooper,6.0,70000.0,Dealer,Diesel,Automatic,16.6,1998.0,112.0,5.0,1550000.0,15.5
11882,Maruti,Swift Dzire,5.0,100000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,650000.0,6.5
11883,Hyundai,i20,4.0,52896.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,555000.0,5.55
11884,Hyundai,Grand,8.0,70000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,290000.0,2.9
11885,Maruti,Celerio,4.0,68000.0,Dealer,CNG,Manual,30.47,998.0,58.33,5.0,475000.0,4.75
11886,Toyota,Innova,12.0,89300.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,395000.0,3.95
11887,Maruti,Swift Dzire,7.0,81000.0,Dealer,Diesel,Manual,28.4,1248.0,88.5,5.0,439000.0,4.39
11888,Volkswagen,Vento,6.0,55000.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5.0,599000.0,5.99
11889,Hyundai,Venue,1.0,7066.0,Dealer,Petrol,Automatic,18.15,998.0,118.35,5.0,1185000.0,11.85
11891,Honda,WR-V,3.0,18823.0,Trustmark Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,840000.0,8.4
11892,Hyundai,Grand,7.0,12000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,465000.0,4.65
11893,Honda,Jazz,5.0,39540.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,562000.0,5.62
11894,Maruti,Celerio,6.0,50000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,475000.0,4.75
11895,Volkswagen,Polo,5.0,32967.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,675000.0,6.75
11897,Ford,Figo,6.0,60217.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,540000.0,5.4
11898,Tata,Harrier,2.0,15000.0,Individual,Diesel,Manual,17.0,1956.0,138.1,5.0,1750000.0,17.5
11899,Maruti,Wagon R,6.0,67000.0,Dealer,Petrol,Manual,14.0,1061.0,64.0,5.0,145000.0,1.45
11901,Hyundai,i20,5.0,60000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,565000.0,5.65
11902,BMW,7,9.0,36000.0,Dealer,Diesel,Automatic,17.66,2993.0,261.49,4.0,2300000.0,23.0
11903,Mercedes-Benz,E-Class,9.0,130000.0,Dealer,Petrol,Automatic,11.5,2987.0,210.0,5.0,1350000.0,13.5
11904,Toyota,Fortuner,4.0,44510.0,Dealer,Diesel,Manual,14.24,2755.0,174.5,7.0,2975000.0,29.75
11905,Unknown,Grand,7.0,38956.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,435000.0,4.35
11906,Maruti,Ciaz,6.0,39000.0,Dealer,Petrol,Automatic,19.12,1373.0,91.1,5.0,675000.0,6.75
11907,Honda,Amaze,8.0,28000.0,Individual,Petrol,Manual,18.0,1198.0,86.7,5.0,350000.0,3.5
11908,Maruti,Wagon R,8.0,33000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,313000.0,3.13
11909,Honda,City,5.0,48200.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,825000.0,8.25
11910,Maruti,Alto,5.0,40000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,265000.0,2.65
11911,Toyota,Innova,12.0,130000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,560000.0,5.6
11912,Mercedes-Benz,C-Class,6.0,37000.0,Dealer,Diesel,Automatic,19.67,2143.0,170.0,5.0,2399000.0,23.99
11913,Maruti,Swift Dzire,7.0,93000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,520000.0,5.2
11914,Ford,Aspire,2.0,5837.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,845000.0,8.45
11915,Maruti,Swift,10.0,83000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,349000.0,3.49
11916,Maruti,Alto,18.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,75000.0,0.75
11917,Hyundai,i20,6.0,78000.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,325000.0,3.25
11918,Ford,Figo,5.0,61304.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5.0,340000.0,3.4
11919,Maruti,Swift Dzire,2.0,22000.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,925000.0,9.25
11920,Maruti,Alto,3.0,40000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,295000.0,2.95
11921,Hyundai,i10,6.0,95721.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,300000.0,3.0
11922,Maruti,Swift Dzire,10.0,76000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,385000.0,3.85
11923,Hyundai,i20,7.0,37000.0,Dealer,Petrol,Manual,18.5,1197.0,82.9,5.0,425000.0,4.25
11924,Hyundai,i20,9.0,50000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,395000.0,3.95
11925,Honda,Jazz,6.0,31700.0,Dealer,Petrol,Automatic,19.0,1199.0,88.7,5.0,610000.0,6.1
11926,Mercedes-Benz,E-Class,3.0,25000.0,Individual,Diesel,Automatic,16.1,1950.0,191.7,5.0,5000000.0,50.0
11927,Mahindra,Scorpio,6.0,22500.0,Individual,Diesel,Manual,16.36,2179.0,140.0,5.0,1465000.0,14.65
11928,Maruti,Swift Dzire,3.0,30000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,600000.0,6.0
11929,Honda,Jazz,6.0,63000.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,485000.0,4.85
11930,Maruti,Wagon R,6.0,12000.0,Dealer,Petrol,Manual,21.5,1197.0,81.8,5.0,290000.0,2.9
11931,Hyundai,Verna,10.0,66600.0,Dealer,Diesel,Automatic,19.08,1582.0,126.2,5.0,435000.0,4.35
11932,Maruti,Unknown,6.0,28229.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,799000.0,7.99
11933,Hyundai,Verna,14.0,34000.0,Dealer,Petrol,Manual,13.9,1248.0,88.5,5.0,200000.0,2.0
11934,Maruti,Swift Dzire,6.0,68393.0,Dealer,Diesel,Manual,26.59,1248.0,74.0,5.0,650000.0,6.5
11936,Honda,Unknown,3.0,43181.0,Dealer,Diesel,Manual,25.6,1498.0,97.9,5.0,1225000.0,12.25
11937,Maruti,Ciaz,4.0,21000.0,Dealer,Petrol,Automatic,19.12,1373.0,91.1,5.0,795000.0,7.95
11938,Maruti,Ignis,3.0,10000.0,Individual,Petrol,Manual,19.67,1197.0,81.8,5.0,470000.0,4.7
11939,Maruti,Celerio,5.0,20000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,470000.0,4.7
11940,Maruti,Eeco,2.0,4000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,420000.0,4.2
11941,Honda,City,6.0,74000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,850000.0,8.5
11942,Audi,A6,5.0,45000.0,Dealer,Diesel,Automatic,17.68,1968.0,174.33,5.0,2600000.0,26.0
11943,Hyundai,Verna,8.0,60000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,475000.0,4.75
11944,Volkswagen,Polo,2.0,9000.0,Dealer,Petrol,Manual,18.78,999.0,75.0,5.0,649000.0,6.49
11945,Toyota,Innova,9.0,130000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,7.0,775000.0,7.75
11946,Jeep,Compass,4.0,42000.0,Dealer,Diesel,Manual,17.1,1956.0,170.0,5.0,1790000.0,17.9
11947,Maruti,Alto,4.0,2700.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,376000.0,3.76
11948,Renault,Duster,8.0,90000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,550000.0,5.5
11949,Hyundai,Elantra,5.0,27000.0,Dealer,Diesel,Automatic,19.5,1582.0,126.24,5.0,1395000.0,13.95
11950,Ford,Figo,10.0,50000.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5.0,335000.0,3.35
11951,Maruti,Swift Dzire,13.0,112000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,310000.0,3.1
11952,Skoda,Rapid,5.0,23000.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,725000.0,7.25
11953,Mahindra,XUV500,5.0,36000.0,Individual,Diesel,Manual,16.0,1997.0,140.0,7.0,900000.0,9.0
11954,Maruti,Swift Dzire,2.0,35000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,750000.0,7.5
11955,BMW,Z4,10.0,24000.0,Dealer,Petrol,Automatic,10.37,2979.0,306.0,2.0,3300000.0,33.0
11956,Maruti,Celerio,2.0,25202.0,Dealer,Petrol,Automatic,21.63,998.0,67.04,5.0,595000.0,5.95
11957,Honda,City,6.0,80000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,550000.0,5.5
11958,Maruti,Swift,13.0,100000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,210000.0,2.1
11959,Audi,Q7,7.0,95000.0,Dealer,Diesel,Automatic,12.07,2967.0,241.4,7.0,2250000.0,22.5
11960,Audi,A4,6.0,28000.0,Dealer,Diesel,Automatic,17.11,1968.0,174.33,5.0,1775000.0,17.75
11961,Honda,City,9.0,57000.0,Dealer,Petrol,Manual,16.8,1497.0,116.4,5.0,415000.0,4.15
11962,Maruti,Wagon R,9.0,68000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,265000.0,2.65
11963,Mahindra,XUV500,5.0,37000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,995000.0,9.95
11964,Skoda,Octavia,3.0,66850.0,Dealer,Diesel,Automatic,19.5,1968.0,141.0,5.0,2075000.0,20.75
11965,Honda,City,7.0,68900.0,Dealer,Diesel,Manual,25.1,1498.0,98.6,5.0,655000.0,6.55
11966,Maruti,Swift,9.0,78231.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,495000.0,4.95
11967,Volkswagen,Polo,9.0,91000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,385000.0,3.85
11968,Maruti,Swift Dzire,3.0,30000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,300000.0,3.0
11970,Honda,Amaze,5.0,53000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,450000.0,4.5
11971,Renault,Duster,5.0,62000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,700000.0,7.0
11972,Maruti,Vitara,6.0,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,945000.0,9.45
11973,Maruti,Baleno,6.0,20000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,480000.0,4.8
11974,Maruti,Eeco,10.0,93456.0,Dealer,Petrol,Manual,15.37,1196.0,73.0,7.0,285000.0,2.85
11975,Tata,Tiago,5.0,31000.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5.0,365000.0,3.65
11976,Ford,Figo,9.0,130000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,251000.0,2.51
11977,Maruti,Wagon R,6.0,68000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,315000.0,3.15
11978,Ford,Aspire,4.0,70000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,500000.0,5.0
11979,BMW,6,2.0,9000.0,Dealer,Diesel,Automatic,17.09,2993.0,261.4,4.0,6500000.0,65.0
11980,Hyundai,Verna,3.0,30000.0,Dealer,Petrol,Manual,17.0,1591.0,121.3,5.0,915000.0,9.15
11982,Toyota,Innova,3.0,29000.0,Dealer,Diesel,Manual,13.68,2393.0,147.8,7.0,1775000.0,17.75
11983,Mahindra,Marazzo,3.0,38000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,8.0,1100000.0,11.0
11984,Maruti,Celerio,2.0,15230.0,Dealer,Petrol,Manual,21.63,998.0,67.05,5.0,475000.0,4.75
11985,Maruti,Alto,15.0,121153.0,Dealer,Petrol,Manual,19.7,1248.0,46.3,5.0,100000.0,1.0
11986,Skoda,Rapid,8.0,40000.0,Individual,Diesel,Manual,20.5,1598.0,103.5,5.0,500000.0,5.0
11987,Maruti,Vitara,5.0,50000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,800000.0,8.0
11988,Toyota,Fortuner,3.0,96644.0,Dealer,Diesel,Automatic,15.04,2755.0,174.5,7.0,3175000.0,31.75
11989,Land Rover,Rover,9.0,130000.0,Dealer,Diesel,Automatic,11.49,4367.0,335.3,5.0,4000000.0,40.0
11990,Renault,KWID,2.0,8500.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,425000.0,4.25
11991,Maruti,Celerio,6.0,35000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,460000.0,4.6
11992,Toyota,Fortuner,9.0,75000.0,Dealer,Diesel,Automatic,12.55,2982.0,168.7,7.0,1175000.0,11.75
11993,Maruti,Ertiga,8.0,74000.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7.0,730000.0,7.3
11994,Maruti,Swift,6.0,19072.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,499000.0,4.99
11995,Hyundai,i10,6.0,90000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,240000.0,2.4
11997,Ford,Ecosport,8.0,50000.0,Dealer,Petrol,Automatic,16.5,1499.0,110.0,5.0,535000.0,5.35
11998,Hyundai,i10,10.0,82000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,375000.0,3.75
11999,Jaguar,XF,4.0,7600.0,Dealer,Diesel,Automatic,19.33,1999.0,177.0,5.0,3500000.0,35.0
12000,Hyundai,i20,5.0,34000.0,Dealer,Diesel,Manual,21.19,1396.0,88.5,5.0,725000.0,7.25
12001,Maruti,Ertiga,7.0,55392.0,Dealer,CNG,Manual,22.8,1373.0,80.9,5.0,650000.0,6.5
12002,Maruti,Celerio,6.0,30000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,500000.0,5.0
12003,Hyundai,i10,12.0,50000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,200000.0,2.0
12004,Mahindra,XUV500,5.0,38988.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,1199000.0,11.99
12005,Ford,Ecosport,4.0,36600.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,750000.0,7.5
12006,Honda,Amaze,3.0,43772.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,860000.0,8.6
12007,Maruti,Baleno,5.0,55368.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,690000.0,6.9
12008,Volkswagen,Unknown,8.0,35000.0,Individual,Diesel,Manual,19.7,1598.0,88.5,5.0,380000.0,3.8
12009,Hyundai,Grand,6.0,50000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,345000.0,3.45
12010,Maruti,Wagon R,8.0,57000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,235000.0,2.35
12011,Mahindra,KUV,4.0,30000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,5.0,400000.0,4.0
12012,Maruti,Ertiga,8.0,74840.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7.0,630000.0,6.3
12013,Maruti,Vitara,5.0,120000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,664000.0,6.64
12014,Honda,WR-V,4.0,15200.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,781000.0,7.81
12015,Maruti,Swift,6.0,70000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,428000.0,4.28
12016,Maruti,Swift,6.0,82000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,555000.0,5.55
12017,Maruti,Celerio,4.0,15996.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,450000.0,4.5
12019,Maruti,Wagon R,17.0,48500.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,110000.0,1.1
12020,Toyota,Unknown,4.0,44000.0,Individual,Diesel,Manual,19.67,2393.0,147.8,7.0,2100000.0,21.0
12021,Volkswagen,Vento,6.0,44300.0,Dealer,Petrol,Automatic,16.93,1197.0,103.2,5.0,625000.0,6.25
12022,Maruti,Swift Dzire,6.0,28375.0,Dealer,Diesel,Manual,26.59,1248.0,74.0,5.0,475000.0,4.75
12023,Maruti,Swift Dzire,6.0,29548.0,Dealer,Petrol,Manual,17.5,1298.0,85.8,5.0,330000.0,3.3
12024,Renault,KWID,2.0,15000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,400000.0,4.0
12025,Maruti,Wagon R,6.0,39000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,395000.0,3.95
12026,BMW,5,6.0,52000.0,Dealer,Diesel,Automatic,18.12,1995.0,190.0,5.0,1850000.0,18.5
12027,Maruti,Vitara,5.0,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,680000.0,6.8
12028,Skoda,Superb,11.0,72000.0,Dealer,Petrol,Manual,9.3,2771.0,193.1,5.0,385000.0,3.85
12029,Hyundai,i10,5.0,59265.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,350000.0,3.5
12030,Maruti,Wagon R,13.0,44000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5.0,165000.0,1.65
12031,Maruti,Swift Dzire,5.0,40000.0,Dealer,Diesel,Manual,19.3,1248.0,88.5,5.0,675000.0,6.75
12032,Maruti,Swift,5.0,70000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,525000.0,5.25
12033,Maruti,Swift,6.0,58000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,625000.0,6.25
12035,Maruti,Alto,5.0,31000.0,Dealer,CNG,Manual,32.26,998.0,58.2,4.0,325000.0,3.25
12036,Hyundai,i20,10.0,30680.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,318000.0,3.18
12037,Maruti,Celerio,3.0,20067.0,Trustmark Dealer,Petrol,Manual,21.63,998.0,67.04,5.0,410000.0,4.1
12038,Maruti,Swift,6.0,82250.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,525000.0,5.25
12039,Hyundai,Grand,6.0,49000.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5.0,490000.0,4.9
12040,Maruti,Swift Dzire,4.0,58000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,725000.0,7.25
12041,BMW,X3,1.0,34000.0,Dealer,Diesel,Automatic,18.56,1995.0,190.0,5.0,3500000.0,35.0
12042,Toyota,Unknown,2.0,19000.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,1900000.0,19.0
12043,Hyundai,Grand,4.0,48000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,550000.0,5.5
12044,Maruti,Swift Dzire,4.0,28221.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,680000.0,6.8
12045,Hyundai,i20,9.0,84000.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,360000.0,3.6
12046,Honda,Amaze,2.0,20000.0,Dealer,Petrol,Manual,19.5,1199.0,88.76,5.0,825000.0,8.25
12047,Hyundai,i10,12.0,81000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,190000.0,1.9
12048,Maruti,Swift Dzire,11.0,70000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,325000.0,3.25
12049,Maruti,Alto,8.0,13000.0,Dealer,Petrol,Manual,20.92,1248.0,67.1,5.0,215000.0,2.15
12050,Honda,City,6.0,80000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,760000.0,7.6
12051,Hyundai,i10,9.0,47000.0,Dealer,Petrol,Automatic,19.2,1248.0,80.0,5.0,395000.0,3.95
12052,Skoda,Octavia,7.0,106380.0,Individual,Diesel,Manual,20.6,1968.0,141.0,5.0,750000.0,7.5
12053,Maruti,Baleno,5.0,23000.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,650000.0,6.5
12054,Ford,Figo,5.0,55000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,575000.0,5.75
12055,Maruti,Alto,6.0,52000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,320000.0,3.2
